parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y,zone,parval1_trans,parlbnd_trans,parubnd_trans
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:10_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,10,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:10_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,10,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:14_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,14,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:14_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,14,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:18_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,18,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:18_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,18,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:0_x:250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,0,sto,m,gr,250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:1_x:750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,1,sto,m,gr,750.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:2_x:1250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,2,sto,m,gr,1250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:3_x:1750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,3,sto,m,gr,1750.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:4_x:2250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,4,sto,m,gr,2250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:5_x:2750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,5,sto,m,gr,2750.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:6_x:3250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,6,sto,m,gr,3250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:7_x:3750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,7,sto,m,gr,3750.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:8_x:4250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,8,sto,m,gr,4250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:0_x:250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,0,sto,m,gr,250.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:1_x:750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,1,sto,m,gr,750.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:2_x:1250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,2,sto,m,gr,1250.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:3_x:1750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,3,sto,m,gr,1750.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:4_x:2250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,4,sto,m,gr,2250.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:5_x:2750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,5,sto,m,gr,2750.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:6_x:3250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,6,sto,m,gr,3250.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:7_x:3750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,7,sto,m,gr,3750.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:8_x:4250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,1,2,8,sto,m,gr,4250.00,9750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:0_x:250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,0,sto,m,gr,250.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:1_x:750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,1,sto,m,gr,750.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:2_x:1250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,2,sto,m,gr,1250.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:3_x:1750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,3,sto,m,gr,1750.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:4_x:2250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,4,sto,m,gr,2250.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:5_x:2750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,5,sto,m,gr,2750.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:6_x:3250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,6,sto,m,gr,3250.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:7_x:3750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,7,sto,m,gr,3750.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:8_x:4250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,2,2,8,sto,m,gr,4250.00,9250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:0_x:250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,0,sto,m,gr,250.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:1_x:750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,1,sto,m,gr,750.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:2_x:1250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,2,sto,m,gr,1250.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:3_x:1750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,3,sto,m,gr,1750.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:4_x:2250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,4,sto,m,gr,2250.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:5_x:2750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,5,sto,m,gr,2750.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:6_x:3250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,6,sto,m,gr,3250.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:7_x:3750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,7,sto,m,gr,3750.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:8_x:4250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,3,2,8,sto,m,gr,4250.00,8750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:0_x:250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,0,sto,m,gr,250.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:1_x:750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,1,sto,m,gr,750.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:2_x:1250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,2,sto,m,gr,1250.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:3_x:1750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,3,sto,m,gr,1750.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:4_x:2250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,4,sto,m,gr,2250.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:5_x:2750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,5,sto,m,gr,2750.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:6_x:3250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,6,sto,m,gr,3250.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:7_x:3750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,7,sto,m,gr,3750.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:8_x:4250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,4,2,8,sto,m,gr,4250.00,8250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:0_x:250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,0,sto,m,gr,250.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:1_x:750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,1,sto,m,gr,750.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:2_x:1250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,2,sto,m,gr,1250.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:3_x:1750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,3,sto,m,gr,1750.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:4_x:2250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,4,sto,m,gr,2250.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:5_x:2750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,5,sto,m,gr,2750.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:6_x:3250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,6,sto,m,gr,3250.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:7_x:3750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,7,sto,m,gr,3750.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:8_x:4250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,5,2,8,sto,m,gr,4250.00,7750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:0_x:250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,0,sto,m,gr,250.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:1_x:750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,1,sto,m,gr,750.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:2_x:1250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,2,sto,m,gr,1250.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:3_x:1750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,3,sto,m,gr,1750.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:4_x:2250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,4,sto,m,gr,2250.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:5_x:2750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,5,sto,m,gr,2750.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:6_x:3250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,6,sto,m,gr,3250.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:7_x:3750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,7,sto,m,gr,3750.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:8_x:4250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,6,2,8,sto,m,gr,4250.00,7250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:0_x:250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,0,sto,m,gr,250.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:1_x:750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,1,sto,m,gr,750.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:2_x:1250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,2,sto,m,gr,1250.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:3_x:1750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,3,sto,m,gr,1750.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:4_x:2250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,4,sto,m,gr,2250.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:5_x:2750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,5,sto,m,gr,2750.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:6_x:3250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,6,sto,m,gr,3250.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:7_x:3750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,7,sto,m,gr,3750.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:8_x:4250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,7,2,8,sto,m,gr,4250.00,6750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:0_x:250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,0,sto,m,gr,250.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:1_x:750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,1,sto,m,gr,750.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:2_x:1250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,2,sto,m,gr,1250.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:3_x:1750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,3,sto,m,gr,1750.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:4_x:2250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,4,sto,m,gr,2250.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:5_x:2750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,5,sto,m,gr,2750.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:6_x:3250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,6,sto,m,gr,3250.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:7_x:3750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,7,sto,m,gr,3750.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:8_x:4250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,8,2,8,sto,m,gr,4250.00,6250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:0_x:250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,0,sto,m,gr,250.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:1_x:750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,1,sto,m,gr,750.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:2_x:1250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,2,sto,m,gr,1250.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:3_x:1750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,3,sto,m,gr,1750.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:4_x:2250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,4,sto,m,gr,2250.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:5_x:2750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,5,sto,m,gr,2750.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:6_x:3250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,6,sto,m,gr,3250.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:7_x:3750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,7,sto,m,gr,3750.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:8_x:4250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,9,2,8,sto,m,gr,4250.00,5750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:0_x:250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,0,sto,m,gr,250.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:1_x:750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,1,sto,m,gr,750.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:2_x:1250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,2,sto,m,gr,1250.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:3_x:1750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,3,sto,m,gr,1750.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:4_x:2250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,4,sto,m,gr,2250.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:5_x:2750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,5,sto,m,gr,2750.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:6_x:3250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,10,2,6,sto,m,gr,3250.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
